id,almacen,referencia,cod_barra,producto,categoria,precio_venta,cantidad,proveedor
2338,Local 1,7707822753031,7707822753031,Mechera swiss,CATEGORIA ESTANDAR,1500,14,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2339,Local 1,789456456,789456456,Mechra colibri,CATEGORIA ESTANDAR,1000,37,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2340,Local 1,7702993045886,7702993045886,menta chao azul,CATEGORIA ESTANDAR,500,15,DISTRIMARIO SAS
2341,Local 1,7702993051030,7702993051030,Menta chao fresa,CATEGORIA ESTANDAR,9000,1,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2342,Local 1,7702993039304,7702993039304,Menta chao limon-fresa,CATEGORIA ESTANDAR,1000,12,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2343,Local 1,7702993051016,7702993051016,Menta chao original x100,CATEGORIA ESTANDAR,9000,1,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2344,Local 1,7702993039717,7702993039717,menta chao sandia,CATEGORIA ESTANDAR,500,15,DISTRIMARIO SAS
2345,Local 1,7702011163936,7702011163936,MENTA HELADA BERRIES X 100 UND,dulceria,9200,100,COLOMBINA DISTRIBUCIONES
2346,Local 1,1576,7702011129369,Menta helada surtida,dulceria,9200,98,COLOMBINA DISTRIBUCIONES
2347,Local 1,7702011001481,7702011001481,menta helada x 100 unidades,dulceria,9200,2,COLOMBINA DISTRIBUCIONES
2348,Local 1,237,237,menta individual,dulceria,100,922,COLOMBINA DISTRIBUCIONES
2349,Local 1,7707014903152,7707014903152,menta surtida x 110 unid,CATEGORIA ESTANDAR,7500,1,ALVARO MUÑOZ
2350,Local 1,231,231,merengo y pandero individual,dulceria,500,1958,ALVARO MUÑOZ
2351,Local 1,14,14,merengos,abarrotes,3600,54,FELINI DISTRIBUCIONES
2352,Local 1,7709989481451,7709989481451,MERMELADA DE FRESA DEL TROPICO X200G,CATEGORIA ESTANDAR,2400,4,GERDY DISTRIBUCIONES
2353,Local 1,7708919428498,7708919428498,mermelada de mora del tropico x 200g,abarrotes,2400,3,COMESTIBLES LABOYANA
2354,Local 1,7709051738544,7709051738544,MERMELADA DE PIÑA DEL TROPICA X200G,CATEGORIA ESTANDAR,2400,2,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2355,Local 1,7702123013891,7702123013891,Mexsana 150gr,CATEGORIA ESTANDAR,8400,3,SURTILIMA .
2356,Local 1,7702123013860,7702123013860,Mexsana 85g,CATEGORIA ESTANDAR,8700,1,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2357,Local 1,7702502705300,7702502705300,Mexsana 85gr triclosan,CATEGORIA ESTANDAR,4000,10,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2358,Local 1,54,54,mexsana antibacterial x 85 g,aseo,4800,6,DISTRIVENTAS DEL HUILA
2359,Local 1,7709345205578,7709345205578,Mezcla para condimentar apanado,autoservicio servitodo thaliana,6500,3,DISTRIALDANA .
2360,Local 1,784512,784512,Mezclador rojo cafe,CATEGORIA ESTANDAR,1500,2,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2361,Local 1,81,81,miel,abarrotes,25000,3,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2362,Local 1,101,101,miel la negra,abarrotes,1000,88,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2363,Local 1,7707232097442,7707232097442,mieltertos dia x 15 g,aseo,2800,6,DISTRIVENTAS DEL HUILA
2364,Local 1,7707232095752,7707232095752,mieltertos masticable x 14 g,medicamentos,2400,12,DISTRIVENTAS DEL HUILA
2365,Local 1,7707232097435,7707232097435,mieltertos noche x 15 g,medicamentos,2800,8,DISTRIVENTAS DEL HUILA
2366,Local 1,7705326014078,7705326014078,miga de pam binbo x 250 g,abarrotes,5000,2,BIMBO DISTRIVENTAS DEL SUR
2367,Local 1,7702766098378,7702766098378,Miga de pan 400gr,CATEGORIA ESTANDAR,6000,2,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2368,Local 1,7702432457720,7702432457720,Miga de pan comapan 250gr,abarrotes,3800,98,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2369,Local 1,7702766085019,7702766085019,Miga de pan santa clara 200gr,autoservicio servitodo thaliana,4600,98,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2370,Local 1,7702011162717,7702011162717,millow nucita 42 gr,dulceria,2000,0,COLOMBINA DISTRIBUCIONES
2371,Local 1,7702011167965,7702011167965,MILLOWS  INDIVIDUAL X55 225G,dulceria,9500,97,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2372,Local 1,7702011162724,7702011162724,Millows  Masmelos Rellenos de Nucita 102g,dulceria,3800,47,COLOMBINA DISTRIBUCIONES
2373,Local 1,7702011157799,7702011157799,millows corazon x 225 g,dulceria,9400,98,COLOMBINA DISTRIBUCIONES
2374,Local 1,7702011028891,7702011028891,Millows Corazones 145g,dulceria,5900,0,GERDY DISTRIBUCIONES
2375,Local 1,7702011157805,7702011157805,Millows cream,dulceria,9400,99,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2376,Local 1,7702011014597,7702011014597,millows fogata x 145 g,dulceria,6000,97,COLOMBINA DISTRIBUCIONES
2377,Local 1,7702011141262,7702011141262,Millows Fresas con crema,CATEGORIA ESTANDAR,5900,1,ALPINA .
2378,Local 1,7702011155689,7702011155689,millows loones tunes x 35 g,CATEGORIA ESTANDAR,1500,5,COLOMBINA DISTRIBUCIONES
2379,Local 1,7702011155696,7702011155696,millows looney tunes 50uni,dulceria,9400,18,COLOMBINA DISTRIBUCIONES
2380,Local 1,7702011023346,7702011023346,Millows margaritas masmelos 145g,dulceria,6400,18,COLOMBINA DISTRIBUCIONES
2381,Local 1,7702011157782,7702011157782,millows osos x 225 g,abarrotes,9500,18,COLOMBINA DISTRIBUCIONES
2382,Local 1,7702011141255,7702011141255,millows snack fresa con crema x 35 g,dulceria,2000,106,COLOMBINA DISTRIBUCIONES
2383,Local 1,7702011124456,7702011124456,millows snack margarita x 35 g,CATEGORIA ESTANDAR,2000,4,COLOMBINA DISTRIBUCIONES
2384,Local 1,7702011124449,7702011124449,millows snack original x 35 g,dulceria,2000,99,COLOMBINA DISTRIBUCIONES
2385,Local 1,7702011048158,7702011048158,millows surtido x 145 g,abarrotes,5900,3,COLOMBINA DISTRIBUCIONES
2386,Local 1,7702011048172,7702011048172,millows surtido x 35 g,dulceria,1800,86,COLOMBINA DISTRIBUCIONES
2387,Local 1,7702011048141,7702011048141,millows surtido x 75 g,abarrotes,3200,81,COLOMBINA DISTRIBUCIONES
2388,Local 1,7702011157775,7702011157775,Millows unicornio 50uni,dulceria,9400,100,COLOMBINA DISTRIBUCIONES
2389,Local 1,7702024515692,7702024515692,Milo 440g,autoservicio servitodo thaliana,21500,10,PROGRESAR NESTLE
2390,Local 1,7702024069676,7702024069676,milo actigrn-E bolsa cierre x 100 g,abarrotes,5600,82,PROGRESAR NESTLE
2391,Local 1,7702024059561,7702024059561,milo activ-go x 180 ml,bebidas,3500,70,PROGRESAR NESTLE
2392,Local 1,7702024110187,7702024110187,milo activ-go x 20 g,abarrotes,1000,9,PROGRESAR NESTLE
2393,Local 1,7702024689027,7702024689027,milo activ-go x 220 g,abarrotes,12500,97,PROGRESAR NESTLE
2394,Local 1,7702024742722,7702024742722,milo activ-go x 242 g,abarrotes,12600,4,PROGRESAR NESTLE
2395,Local 1,7702001104604,7702001104604,mini bon yurt chococandy x 100 g,CATEGORIA ESTANDAR,3600,4,ALPINA .
2396,Local 1,7702001175659,7702001175659,Mini Bonyurt,lacteos,3500,9,ALPINA .
2397,Local 1,7702011168177,7702011168177,Mini Bum Surtido Tropical x100,aseo,12200,5,DISTRIMARIO SAS
2398,Local 1,157,7702914600491,Mini chocobrownie,CATEGORIA ESTANDAR,1000,19,GLOFER DISTRIBUCIONES
2399,Local 1,7500810042342,7500810042342,Mini TAKIS Fuego 35g,autoservicio servitodo thaliana,2000,63,DISTRIVENTAS DEL HUILA
2400,Local 1,02121,15412,Minibum x und,dulceria,200,100,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2401,Local 1,7702011160775,7702011160775,Minibum x100,dulceria,11500,9,COLOMBINA DISTRIBUCIONES
2402,Local 1,7702025142910,7702025142910,minichips x 35 g,dulceria,1700,67,MARGARITA DISTRIBUCIONES CUEVAS
2403,Local 1,7702018316694,7702018316694,minora plus doble hoja,aseo,1850,106,SURTILIMA .
2404,Local 1,7500435118026,7500435118026,Minora x 5hojas,CATEGORIA ESTANDAR,2000,5,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2405,Local 1,52,52,mirringo,abarrotes,5000,91,DISTRIMARIO SAS
2406,Local 1,7704097080251,7704097080251,mix de verduras,abarrotes,7500,2,DISTRIMARCA HELADOS
2407,Local 1,7704097222477,7704097222477,Mix de Verduras x1000g,autoservicio servitodo thaliana,14500,1,DISTRIMARCA HELADOS
2408,Local 1,7702007065572,7702007065572,Mix pasas La especial x180g,CATEGORIA ESTANDAR,6800,2,GERDY DISTRIBUCIONES
2409,Local 1,7707933144148,7707933144148,Mix vegetales Frozen fields,CATEGORIA ESTANDAR,7500,3,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2410,Local 1,7702007073430,7702007073430,Mix Yogurt La Especial x180g,CATEGORIA ESTANDAR,9600,2,GERDY DISTRIBUCIONES
2411,Local 1,7705326075161,7705326075161,mogolla integral  x 400 g,abarrotes,9500,94,GUADALUPE ARDICOLL
2412,Local 1,79,79,molde aluminio,aseo,400,30,PLASTICO SURCOLOMBIANO
2413,Local 1,140,140,moñas blanca y negras,aseo,1300,2,DISTRIHOGAR B.B
2414,Local 1,JM1864,JM1864,Moñas blanco y negro,CATEGORIA ESTANDAR,1500,47,DISTRIHOGAR B.B
2415,Local 1,141,141,moñas surtidas,aseo,1300,10,DISTRIHOGAR B.B
2416,Local 1,070847004707,070847004707,monster green 473ml,CATEGORIA ESTANDAR,9000,15,ALPINA .
2417,Local 1,7703045536307,7703045536307,Morasurco Cafe puro,autoservicio servitodo thaliana,12600,6,DISTRIMARIO SAS
2418,Local 1,7703045738688,7703045738688,Morasurco Cafe puro 100g,autoservicio servitodo thaliana,6200,5,DISTRIMARIO SAS
2419,Local 1,7702011121950,7702011121950,mordisqueta ron con pasas x 24 unidades,dulceria,11000,99,COLOMBINA DISTRIBUCIONES
2420,Local 1,7702011137272,7702011137272,Mordisquetas cookies,dulceria,10800,97,COLOMBINA DISTRIBUCIONES
2421,Local 1,7702174079181,7702174079181,moritas aldor,CATEGORIA ESTANDAR,7700,1,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2422,Local 1,7702011050007,7702011050007,moritas dulce duro relleno x 100 und,dulceria,8200,102,COLOMBINA DISTRIBUCIONES
2423,Local 1,7702117002696,7702117002696,Moritas italo x100,abarrotes,7800,98,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2424,Local 1,7702398041490,7702398041490,mortadela rica x  300g + 50g,carnicos,7000,3,ALPINA .
2425,Local 1,7702398001449,7702398001449,mortadela rica x  450 g,carnicos,10500,92,DISTRIVENTAS DEL HUILA
2426,Local 1,7702398001401,7702398001401,mortadela rica x 250 g,carnicos,7000,84,DISTRIVENTAS DEL HUILA
2427,Local 1,7702097148599,7702097148599,Mostaneza 80gr,CATEGORIA ESTANDAR,2200,3,COLOMBINA DISTRIBUCIONES
2428,Local 1,7705326250858,7705326250858,Mr brown arequipe,dulceria,3600,98,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2429,Local 1,7702090029826,7702090029826,Mr tea durazno,bebidas,3000,94,COCACOLA DISTRIBUCIONES
2430,Local 1,7702090029819,7702090029819,Mr tea limon,bebidas,3000,94,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2431,Local 1,7702303097475,7702303097475,mustang cigarillo,abarrotes,7600,42,ALVARO MUÑOZ
2432,Local 1,124,124,mustang x unidad,abarrotes,1000,58,ALVARO MUÑOZ
2433,Local 1,7702011208859,7702011208859,Muu mantequilla x18,CATEGORIA ESTANDAR,9300,0,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2434,Local 1,7702011070371,7702011070371,muuu galletas de leche 18 paquetes x 216 g,dulceria,6000,6,COLOMBINA DISTRIBUCIONES
2435,Local 1,7702011200259,7702011200259,muuu galletas de mantequilla 18 paquetes x 351g,dulceria,10000,2,BIMBO DISTRIVENTAS DEL SUR
2436,Local 1,7702011208965,7702011208965,Muuu limon,dulceria,6600,98,COLOMBINA DISTRIBUCIONES
2437,Local 1,7703038044253,7703038044253,naproxeno 500 mg,medicamentos,600,10,DISTRIVENTAS DEL HUILA
2438,Local 1,7702090031935,7702090031935,Naranja Postobon 400ml,CATEGORIA ESTANDAR,2500,9,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2439,Local 1,7702090069471,7702090069471,naranja postobon x 1 litro,bebidas,3500,45,InterPOS
2440,Local 1,7702090029529,7702090029529,naranja postobon x 1.5 litros,bebidas,6800,3,InterPOS
2441,Local 1,7702047141038,7702047141038,Natilla cocada Maizena,CATEGORIA ESTANDAR,10000,2,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2442,Local 1,7702189059512,7702189059512,Natu chips Sabor a Limon,CATEGORIA ESTANDAR,2300,6,COLOMBINA DISTRIBUCIONES
2443,Local 1,7702189045751,7702189045751,natuchips platano maduro 135 gr,abarrotes,7600,2,MARGARITA DISTRIBUCIONES CUEVAS
2444,Local 1,7702189055484,7702189055484,NATUCHIPS PLATANO MADURO 38 GR,abarrotes,2500,91,MARGARITA DISTRIBUCIONES CUEVAS
2445,Local 1,7702189045720,7702189045720,natuchips platano verde 135 gr,abarrotes,7600,3,MARGARITA DISTRIBUCIONES CUEVAS
2446,Local 1,7702189055453,7702189055453,NATUCHIPS PLATANO VERDE 38 GR,abarrotes,2500,92,MARGARITA DISTRIBUCIONES CUEVAS
2447,Local 1,7702189060136,7702189060136,Natuchips yuca,CATEGORIA ESTANDAR,2300,3,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2448,Local 1,7702175935066,7702175935066,naturey el rey x 30 g,abarrotes,1300,84,DISTRIALDANA .
2449,Local 1,7702024025832,7702024025832,Nescafe Dolca Sobre,autoservicio servitodo thaliana,300,25,PROGRESAR NESTLE
2450,Local 1,7702024164630,7702024164630,"NESCAFE DOLCA SOBRE X 7,8G",CATEGORIA ESTANDAR,1300,20,PROGRESAR NESTLE
2451,Local 1,7702024938231,7702024938231,"nescafe dolca x 7,8 g",abarrotes,1000,15,GERDY DISTRIBUCIONES
2452,Local 1,7702024485391,7702024485391,Nescafe Dolca x85gr,bebidas,14600,98,PROGRESAR NESTLE
2453,Local 1,7702024066101,7702024066101,nescafe tradicion x 1.5 g,abarrotes,300,2,PROGRESAR NESTLE
2454,Local 1,7702024040446,7702024040446,nescafe tradicion x 12 g,abarrotes,2200,71,PROGRESAR NESTLE
2455,Local 1,7702024005780,7702024005780,nescafe tradicional 85gr,abarrotes,19500,4,PROGRESAR NESTLE
2456,Local 1,7702024004677,7702024004677,nescafe tradicional x 50 g,abarrotes,13500,6,PROGRESAR NESTLE
2457,Local 1,7613033975714,7613033975714,nestim trigo banano x 200 gr,abarrotes,15400,9,PROGRESAR NESTLE
2458,Local 1,7702024341338,7702024341338,nestle la lechera original x 90 g,dulceria,3300,96,PROGRESAR NESTLE
2459,Local 1,7702024472308,7702024472308,nestle la lechera origuinal x 25 g,abarrotes,1200,95,PROGRESAR NESTLE
2460,Local 1,7702024255918,7702024255918,nestle la lechera x 190 g,dulceria,6400,88,PROGRESAR NESTLE
2461,Local 1,7613033986628,7613033986628,Nestum 200gr,autoservicio servitodo thaliana,15200,5,PROGRESAR NESTLE
2462,Local 1,8445291419209,8445291419209,nestum cereal infantil x 160 g,abarrotes,11100,3,PROGRESAR NESTLE
2463,Local 1,7613038640334,7613038640334,nestum cereal infantil x 25 g,abarrotes,1500,845,PROGRESAR NESTLE
2464,Local 1,201,201,neuro-strees hc,medicamentos,13000,2,MD DISTRIBUCIONES
2465,Local 1,74532421,715100,Next GL,medicamentos,2500,95,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2466,Local 1,7702354942212,7702354942212,nitribela tratamiento nutricion x 27 ml,aseo,1800,100,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2467,Local 1,4005900820297,4005900820297,nivea men x 9 g,aseo,1000,1,DISTRIMARIO SAS
2468,Local 1,7707324640747,7707324640747,nocturna angela 8uni,aseo,5000,6,DISTRIVENTAS DEL HUILA
2469,Local 1,7702057160630,7702057160630,Noraver Capsula,medicamentos,2000,49,TECNOVENTAS DISTRIBUCIONES
2470,Local 1,7702057162504,7702057162504,noraver garganta cereza,medicamentos,2400,109,DISTRIMARIO SAS
2471,Local 1,7702057162412,7702057162412,noraver garganta menta forte,medicamentos,2300,14,ALVARO MUÑOZ
2472,Local 1,7702057162399,7702057162399,noraver garganta naranja miel,medicamentos,2400,98,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2473,Local 1,7702057160807,7702057160807,NORAVER GRIPA DIA X15GR,CATEGORIA ESTANDAR,3200,4,TECNOVENTAS DISTRIBUCIONES
2474,Local 1,7702057160968,7702057160968,NORAVER GRIPA NOCHE SOBRE 15G,medicamentos,3400,100,TECNOVENTAS DISTRIBUCIONES
2475,Local 1,7702057161286,7702057161286,noraver gripa y tos fast total,medicamentos,3000,2,ALVARO MUÑOZ
2476,Local 1,7702026155148,7702026155148,nosotras buenas noches 24 toallas nocturna tela,aseo,19500,3,DISTRIMARIO SAS
2477,Local 1,7702026158217,7702026158217,Nosotras buenas noches x4,aseo,4000,92,DISTRIMARIO SAS
2478,Local 1,7702027444647,7702027444647,Nosotras diario multiestilo x60,aseo,7000,99,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2479,Local 1,7702027044090,7702027044090,Nosotras diario x80,aseo,18500,50,DISTRIMARIO SAS
2480,Local 1,7702027444685,7702027444685,nosotras diarios multiforma 15 protectores multiestilo,aseo,1900,22,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2481,Local 1,7702027429293,7702027429293,nosotras extra proteccion 24 toallas dia y noche,aseo,13000,101,DISTRIMARIO SAS
2482,Local 1,7702026158538,7702026158538,Nosotras Invisible + Buenas noches,aseo,16300,1,DISTRIMARIO SAS
2483,Local 1,7702026155087,7702026155087,Nosotras Invisible rapigel + Protectores multiestilo,aseo,16500,97,DISTRIMARIO SAS
2484,Local 1,7702026177874,7702026177874,Nosotras Invisible rapigel +10protectores largos,aseo,6000,17,DISTRIMARIO SAS
2485,Local 1,7702027040023,7702027040023,nosotras natural-v 10 toallas normal sin alas,aseo,3700,30,DISTRIMARIO SAS
2486,Local 1,7702027416859,7702027416859,nosotras natural-v 30 toallas invisible clasica,aseo,12000,45,DISTRIMARIO SAS
2487,Local 1,7702027041662,7702027041662,nosotras natural-v invisible clasica x 10 toallas,aseo,4000,34,DISTRIMARIO SAS
2488,Local 1,7702027041761,7702027041761,nosotras natural-v plus canalgel x 10 toallas,aseo,4000,83,DISTRIMARIO SAS
2489,Local 1,7702026159788,7702026159788,Nosotras rapigel 360,aseo,6000,80,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2490,Local 1,7702026162238,7702026162238,Nosotras Rapisec -V x34UND,CATEGORIA ESTANDAR,16500,10,DISTRIMARIO SAS
2491,Local 1,7702026428259,7702026428259,nosotras x 1,aseo,500,6,DISTRIMARIO SAS
2492,Local 1,7707355053448,7707355053448,noxpirin dia x 15 g,medicamentos,3000,3,DISTRIVENTAS DEL HUILA
2493,Local 1,7707355054346,7707355054346,noxpirin noche x 10 g,medicamentos,3300,4,DISTRIVENTAS DEL HUILA
2494,Local 1,204,204,Noxpirin Plus,medicamentos,1600,100,DISTRIHOGAR B.B
2495,Local 1,76,76,nucita barquillo 18 gr,dulceria,1000,946,ALPINA .
2496,Local 1,7702011125811,7702011125811,nucita masticable x50,dulceria,7300,100,COLOMBINA DISTRIBUCIONES
2497,Local 1,130,130,nucita x 14 g,dulceria,800,974,COLOMBINA DISTRIBUCIONES
2498,Local 1,100,100,nuez moscada en pepa la negra,abarrotes,1200,992,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2499,Local 1,99,99,nuez moscada molida la negra,abarrotes,1000,996,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2500,Local 1,7704097020349,7704097020349,NUGGETS DE POLLO APANADO X300G,CATEGORIA ESTANDAR,9500,1,COLOMBINA DISTRIBUCIONES
2501,Local 1,7702354959135,7702354959135,Nutribela acondicionador celulas,CATEGORIA ESTANDAR,1300,99,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2502,Local 1,7702354956271,7702354956271,Nutribela Acondicionador celulas,CATEGORIA ESTANDAR,22500,50,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2503,Local 1,7702354959128,7702354959128,Nutribela acondicionador fuerza y crecimiento,CATEGORIA ESTANDAR,1300,12,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2504,Local 1,7702354959357,7702354959357,Nutribela biokeratina Crema de peinar,CATEGORIA ESTANDAR,1300,2,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2505,Local 1,7702354959111,7702354959111,Nutribela Biokeratina sobre,aseo,1300,94,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2506,Local 1,7702354957162,7702354957162,nutribela biokeratina x 180 ml,aseo,12000,51,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2507,Local 1,7702354951740,7702354951740,nutribela celulas madre x 180 ml,aseo,11200,1,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2508,Local 1,7702354959142,7702354959142,Nutribela enzimoterapia acondicionador,CATEGORIA ESTANDAR,1300,108,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2509,Local 1,7702354959395,7702354959395,Nutribela enzimoterapia crema de peinar,CATEGORIA ESTANDAR,1300,48,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2510,Local 1,7702354948504,7702354948504,nutribela enzimoterapia x 180 ml,aseo,11400,1,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2511,Local 1,7702354953690,7702354953690,nutribela pro-hialuronico x 180 ml,aseo,12000,50,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2512,Local 1,7702354948436,7702354948436,NUTRIBELA REPARACION INTENSIVA,CATEGORIA ESTANDAR,1800,2,ALPINA .
2513,Local 1,7702354948443,7702354948443,nutribela reparacion intensiva x 180 ml,aseo,12000,49,DISTRIMARIO SAS
2514,Local 1,7702354960148,7702354960148,Nutribela sh argan,aseo,1300,89,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2515,Local 1,7702354946081,7702354946081,nutribela termoproteccion x 180 ml,aseo,11400,52,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2516,Local 1,7702354959869,7702354959869,Nutriblea tratamiento argan,aseo,1800,90,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2517,Local 1,53,53,nutriss adulto,abarrotes,6000,70,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2518,Local 1,240,240,ojito dulce,dulceria,100,25,COLOMBINA DISTRIBUCIONES
2519,Local 1,7702993049006,7702993049006,oka loca chicle en polvo x 12 g,CATEGORIA ESTANDAR,1000,10,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2520,Local 1,7702993047798,7702993047798,Oka loka azul,dulceria,1000,97,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2521,Local 1,7702993047781,7702993047781,oka loka chicle en polvo x 12 g,dulceria,1000,107,DISTRICUELLAR DISTRIBUCIONES CUELLAR
2522,Local 1,7702993051931,7702993051931,oka loka fusion azul,CATEGORIA ESTANDAR,1000,13,DISTRIMARIO SAS
2523,Local 1,7702993051924,7702993051924,oka loka fusion rojo,CATEGORIA ESTANDAR,1000,15,DISTRIMARIO SAS
2524,Local 1,7702993051948,7702993051948,oka loka fusion verde,CATEGORIA ESTANDAR,1000,15,DISTRIMARIO SAS
2525,Local 1,7702993049082,7702993049082,oka loka nanos 12 gr,CATEGORIA ESTANDAR,700,2,COLOMBINA DISTRIBUCIONES
2526,Local 1,7702993049075,7702993049075,oka loka nanos morado 12 gr,CATEGORIA ESTANDAR,700,7,COLOMBINA DISTRIBUCIONES
2527,Local 1,7702993049051,7702993049051,Oka loka rosado,CATEGORIA ESTANDAR,700,14,ALPINA .
2528,Local 1,7702993049068,7702993049068,Oka loka verde,CATEGORIA ESTANDAR,700,15,ALPINA .
2529,Local 1,7707303040032,7707303040032,Opicafe 125gr,abarrotes,9600,94,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2530,Local 1,7506195167113,7506195167113,Oral b 60gr,aseo,3500,93,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2531,Local 1,7709051738551,7709051738551,oregano e escamas x 20 gr,abarrotes,1400,7,ALVARO MUÑOZ
2532,Local 1,7702175108286,7702175108286,oregano puro x 10 g,abarrotes,1500,48,DISTRIALDANA .
2533,Local 1,7750168002240,7750168002240,Oreo chocolate,dulceria,1400,96,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
2534,Local 1,7702133006661,7702133006661,Oreo cookies,dulceria,1400,98,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
